source,author,title,description,url,urlToImage,publishedAt,content
"{'id': 'bbc-news', 'name': 'BBC News'}",BBC News,Covid: US House votes to boost stimulus package payments,"The chamber backs President Trump's call for $2,000 payments but the move could stall in the Senate.",http://www.bbc.co.uk/news/world-us-canada-55471647,https://ichef.bbci.co.uk/news/1024/branded_news/DE88/production/_116286965_gettyimages-1230097453.jpg,2020-12-29T02:37:22.8665351Z,"image copyrightGetty Images
image captionThe pandemic has devastated the US economy and caused a surge in unemployment
The US House of Representatives has voted in favour of increasing the aid sent… [+3075 chars]"
"{'id': 'bbc-news', 'name': 'BBC News'}",BBC News,When online meetings didn’t go as planned,"From animal interruptions to catching fire, here's a look back at the year we spent (badly) online.",http://www.bbc.co.uk/news/world-55375825,https://ichef.bbci.co.uk/images/ic/400xn/p092mw4b.jpg,2020-12-29T00:22:24.3846859Z,"2020 was the year everything went online. From virtual meetings and teaching online to socialising on a screen, a lot of us have spent a lot of time logged in.
But with interruptions from pets and c… [+197 chars]"
"{'id': 'bbc-news', 'name': 'BBC News'}",BBC News,Coronavirus: Spain to keep registry of those who refuse Covid vaccine,"Vaccination will not be mandatory, officials say, and the register will not be made public.",http://www.bbc.co.uk/news/world-europe-55471282,https://ichef.bbci.co.uk/news/1024/branded_news/E144/production/_116286675_064969673.jpg,2020-12-29T00:22:20.541892Z,"image captionThe elderly are among those receiving the first wave of vaccinations in Spain
Spain is to set up a registry of people who refuse to be vaccinated against coronavirus and share it with o… [+2052 chars]"
"{'id': 'bbc-news', 'name': 'BBC News'}",BBC News,Nashville explosion: Motives still unclear in Nashville 'suicide bomb',Investigators are trying to work out the motive behind the Christmas Day blast that injured three.,http://www.bbc.co.uk/news/world-us-canada-55468759,https://ichef.bbci.co.uk/news/1024/branded_news/11A22/production/_116262227_35c1f445-9ede-4644-94ff-6376ad96a1df.jpg,2020-12-28T22:52:22.2325734Z,"media captionWatch the aftermath of the explosion in Nashville
US investigators are trying to find out why a 63-year-old computer consultant detonated a bomb that killed himself and injured three ot… [+2705 chars]"
"{'id': 'bbc-news', 'name': 'BBC News'}",BBC News,Joe Biden: 'Enormous damage' to US security agencies by Trump,The president-elect says his team is not getting the information it needs on national security.,http://www.bbc.co.uk/news/world-us-canada-55470625,https://ichef.bbci.co.uk/news/1024/branded_news/5F94/production/_116286442_064981892-1.jpg,2020-12-28T22:22:22.5033425Z,"Agencies critical to US security have suffered ""enormous damage"" at the hands of the Trump administration, US President-elect Joe Biden has said.
Mr Biden said his team was not getting the informati… [+1946 chars]"
"{'id': 'bbc-news', 'name': 'BBC News'}",BBC News,Covid: South Africa's Ramaphosa announces new restrictions as cases soar,"The measures include a ban on indoor and outdoor gatherings, and a night curfew, until 15 January.",http://www.bbc.co.uk/news/world-africa-55468104,https://ichef.bbci.co.uk/news/1024/branded_news/D4EC/production/_116280545_mediaitem116280544.jpg,2020-12-28T19:22:21.2057413Z,"image captionMr Ramaphosa said the country had let its guard down
President Cyril Ramaphosa has announced new tougher coronavirus restrictions, a day after South Africa recorded more than one millio… [+2585 chars]"
"{'id': 'bbc-news', 'name': 'BBC News'}",BBC News,Hilaria Baldwin denies faking her Spanish heritage,The wife of Alec Baldwin has been accused of misleading the public over her Spanish heritage.,http://www.bbc.co.uk/news/world-us-canada-55468754,https://ichef.bbci.co.uk/news/1024/branded_news/14922/production/_116285248_mediaitem116285244.jpg,2020-12-28T17:22:21.0407189Z,"image copyrightGetty Images
image captionThe TV host has been accused of faking a Spanish accent
Hilaria Baldwin, TV host and wife of actor Alec Baldwin, has responded to accusations she misled the… [+1797 chars]"
"{'id': 'bbc-news', 'name': 'BBC News'}",BBC News,Covid-19: Concern at 'unprecedented' infection level in England,"The UK reports a further 41,385 cases as hospitals struggle to cope with rising patient numbers.",http://www.bbc.co.uk/news/uk-55462701,https://ichef.bbci.co.uk/news/1024/branded_news/7889/production/_116275803_mediaitem116275477.jpg,2020-12-28T17:07:19.8638005Z,"England's ""very high"" Covid infection level is a ""growing concern"" as the NHS struggles to cope with rising patient numbers, a health official has said.
On Monday, a further 41,385 Covid cases and 3… [+5504 chars]"
"{'id': 'bbc-news', 'name': 'BBC News'}",BBC News,Loujain al-Hathloul: Saudi woman activist jailed for five years,"Loujain al-Hathloul, 31, was prominent in the campaign to win the right for Saudi women to drive.",http://www.bbc.co.uk/news/world-middle-east-55467414,https://ichef.bbci.co.uk/news/1024/branded_news/113E0/production/_115242607_mediaitem115237706.jpg,2020-12-28T13:07:20.5474276Z,"image captionLoujain al-Hathloul was detained in 2018
A prominent Saudi female activist, who campaigned for women's right to drive, has been sentenced to more than five years in prison. 
Loujain al… [+2032 chars]"
"{'id': 'bbc-news', 'name': 'BBC News'}",BBC News,Brexit: Britons warned to prepare for 'some disruption',"Ministers warn of ""practical and procedural changes"" when the Brexit transition period ends this week.",http://www.bbc.co.uk/news/uk-55463506,https://ichef.bbci.co.uk/news/1024/branded_news/EDB9/production/_116275806_mediaitem116275805.jpg,2020-12-28T07:52:23.5254222Z,"Businesses and travellers should get ready for ""substantial"" change from New Year's Eve, when the UK leaves the EU, the government has said.
Cabinet Office Minister Michael Gove said there would be … [+3900 chars]"
"{'id': 'engadget', 'name': 'Engadget'}",Jessica Conditt,Apple Arcade hit 'Grindstone' makes its way to Switch today,"Grindstone, the stellar Apple Arcade puzzler from Sword and Sworcery studio Capybara Games, is available on the Nintendo Switch right now. It’s a timed exclusive on the new platform, which means it’ll likely hit additional consoles after a predetermined amoun…",https://www.engadget.com/grindstone-switch-nintendo-apple-arcade-capy-182057574.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2020-12%2Fd94f4460-3f01-11eb-8f93-7d734e311a3d&client=amp-blogside-v2&signature=7a0a1c6031973d038263b59e1f782fb6be6a6fdc,2020-12-15T18:20:57Z,"Grindstone, the stellar Apple Arcade puzzler from Sword and Sworcery studio Capybara Games, is available on the Nintendo Switch right now. It’s a timed exclusive on the new platform, which means it’l… [+768 chars]"
"{'id': 'the-verge', 'name': 'The Verge'}",Mitchell Clark,A show about Gawker proved too hot for Apple to handle,"Apple was working on a show about the defunct news publication Gawker, which has a contentious history with the company. The project has now been killed.",https://www.theverge.com/2020/12/14/22175355/a-show-about-gawker-proved-too-hot-for-apple-to-handle,https://cdn.vox-cdn.com/thumbor/bYClAqayTNVRnb8FC0G0Kr3_R3I=/0x37:1632x891/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/15985971/Apple_introduces_apple_tv_plus_03252019_big.jpg.large_2x.jpg,2020-12-15T02:17:09Z,"Tim Cook disapproved
Image: Apple
Apple has killed an upcoming Apple TV Plus show about Gawker, a now-defunct news organization, according to a report by the New York Times. The show, called Scrape… [+1857 chars]"
"{'id': 'mashable', 'name': 'Mashable'}",Joseph Green,Where to find the best Apple Watch Series 5 deals before Christmas,"SAVE UP TO 40%: The Apple Watch Series 5 is on sale on Amazon, saving you up to 40% on list price.

If you're looking for last-minute deals on the Apple Watch Series 5, there is only one place to be. Amazon is offering up to 40% off a wide range of models, an…",https://mashable.com/uk/shopping/dec-15-apple-watch-series-5-deals/,https://mondrian.mashable.com/2020%252F12%252F15%252Fb2%252F57b912e092954cb2bfba8cd3adc82ef2.c8c27.png%252F1200x630.png?signature=7DIk2J9nHigVc30wC8kQecB6rP8=,2020-12-15T05:05:00Z,"SAVE UP TO 40%: The Apple Watch Series 5 is on sale on Amazon, saving you up to 40% on list price.
If you're looking for last-minute deals on the Apple Watch Series 5, there is only one place to be.… [+724 chars]"
"{'id': 'the-verge', 'name': 'The Verge'}",Taylor Lyles,Sony’s WF-1000XM3 wireless earbuds are down to a new low price today,"Sony’s WF-1000XM3 wireless earbuds are down to their lowest price yet of $158 at Amazon, Best Buy, and B&H Photo. That’s $72 off its usual retail price. These are excellent earbuds if you are looking for an alternative to Apple’s AirPods.",https://www.theverge.com/good-deals/2020/12/15/22176012/sony-noise-canceling-wf1000xm3-earbuds-razer-kishi-android-apple-watch-se-deal-sale,https://cdn.vox-cdn.com/thumbor/xK6aITV_AVPHZYm6b9kSEQclzKc=/0x146:2040x1214/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/18279734/cwelch_190702_3528_0004.jpg,2020-12-15T15:55:59Z,"Plus, save $30 on the Razer Kishi for Android
If you buy something from a Verge link, Vox Media may earn a commission. See our ethics statement.
Photo by Chris Welch / The Verge
This story is part… [+3391 chars]"
"{'id': 'engadget', 'name': 'Engadget'}",Engadget,The Morning After: Our favorite gadgets of 2020,"We’re approaching the end of the longest year (in my life), and the Engadget team has taken a look at the gadgets and tech that made their 2020. This year introduced a lot of us to the concept of working from home all the time, so I’m not shocked to see keybo…",https://www.engadget.com/favorite-2020-gadgets-tma-123554412.html,https://o.aolcdn.com/images/dims?resize=1200%2C630&crop=1200%2C630%2C0%2C0&quality=95&image_uri=https%3A%2F%2Fs.yimg.com%2Fos%2Fcreatr-uploaded-images%2F2020-12%2Fbd429873-3ed0-11eb-8edf-60411a4c1598&client=amp-blogside-v2&signature=4208b9b1fc133c5e4680c5d99830120dca630abb,2020-12-15T12:35:54Z,"We’re approaching the end of the longest year (in my life), and the Engadget team has taken a look at the gadgets and tech that made their 2020.
This year introduced a lot of us to the concept of wo… [+2269 chars]"
"{'id': None, 'name': 'MacRumors'}",Tim Hardwick,What to Do if You're Not Seeing Your Apple Fitness+ 3-Month Free Trial Offer,"Before Apple Fitness+ launched on Monday, Apple advertised a promotion that allowed all customers who purchased an Apple Watch Series 6, SE, or Series 3 a free three-month free trial of Fitness+. However, while that free three-month trial is meant to activate…",https://www.macrumors.com/2020/12/15/activate-your-fitness-3-month-free-trial-offer/,https://images.macrumors.com/t/SLh19kDUpt3bfaUPf1S16_I_tB4=/1600x/https://images.macrumors.com/article-new/2020/12/apple-fitness-plus-3-month-trial.jpeg,2020-12-15T09:37:48Z,"Before Apple Fitness+ launched on Monday, Apple advertised a promotion that allowed all customers who purchased an Apple Watch Series 6, SE, or Series 3 a free three-month free trial of Fitness+. How… [+1977 chars]"
"{'id': None, 'name': 'MacRumors'}",Tim Hardwick,Nikkei: Apple Working on New Apple TV for Release Next Year,"Multiple rumors have indicated that Apple is working on a refreshed version of the Apple TV, and a report today by Nikkei Asia Review adds to speculation that Apple will release a new version of its set-top box next year.





Cites sources familiar with Appl…",https://www.macrumors.com/2020/12/15/nikkei-new-apple-tv-for-release-next-year/,https://images.macrumors.com/t/nlLP8nYSBL_u01Ua5rn94Cfc6K0=/1600x/http://images.macrumors.com/article-new/2013/12/appletv4k2.jpg,2020-12-15T10:45:10Z,"Multiple rumors have indicated that Apple is working on a refreshed version of the Apple TV, and a report today by Nikkei Asia Review adds to speculation that Apple will release a new version of its … [+1985 chars]"
"{'id': 'mashable', 'name': 'Mashable'}",Joseph Green,Manage all your Apple devices with lifetime access to this clever app,"TL;DR: The iMazing iOS Device Manager is on sale for £14.92 as of Dec. 15, saving you 55% on list price.

So you've saved up for the iPhone 12, but haven't pulled the trigger yet because the thought of transferring everything to a new device fills you with dr…",https://mashable.com/uk/shopping/dec-15-imazing-ios-device-manager/,https://mondrian.mashable.com/2020%252F12%252F15%252Fbe%252F8aa5b543edd248afab41c32d935bbbc0.c0d0f.jpg%252F1200x630.jpg?signature=AFjgCjY-ViRT42SO2HwqRRddpyU=,2020-12-15T05:00:00Z,"TL;DR: The iMazing iOS Device Manager is on sale for £14.92 as of Dec. 15, saving you 55% on list price.
So you've saved up for the iPhone 12, but haven't pulled the trigger yet because the thought … [+1071 chars]"
"{'id': 'reuters', 'name': 'Reuters'}",Reuters Staff,Apple plans 30% increase in iPhone production for first half of 2021 - Nikkei - Reuters,"<ol><li>Apple plans 30% increase in iPhone production for first half of 2021 - Nikkei  Reuters
</li><li>Apple Fitness Plus review: Is it worth it?  CNET
</li><li>Review: Apple Fitness+ launches today as a worthy Peloton alternative  USA TODAY
</li><li>Appl…",https://www.reuters.com/article/us-apple-production-idUSKBN28P0EA,https://static.reuters.com/resources/r/?m=02&d=20201215&t=2&i=1544604041&r=LYNXMPEGBE08P&w=800,2020-12-15T05:16:00Z,"By Reuters Staff
FILE PHOTO: Apple's 5G iPhone 12 and iPhone 11 are seen at an Apple Store, as the coronavirus disease (COVID-19) outbreak continues in Shanghai China October 23, 2020. REUTERS/Aly S… [+886 chars]"
"{'id': None, 'name': 'MacRumors'}",Hartley Charlton,Future Apple Watch Could Gain Touch ID and Under-Display Camera,"Apple is researching adding Touch ID and an under-display camera to the Apple Watch, according to two newly-published patent applications.







The first patent, granted by the U.S. Patent and Trademark Office, was spotted by Patently Apple and is titled ""E…",https://www.macrumors.com/2020/12/15/future-apple-watch-could-gain-touch-id-and-camera/,https://images.macrumors.com/t/IE5f_GDeNk5nTIiZNdRLqQBZPnE=/2528x/https://images.macrumors.com/article-new/2020/12/apple-watch-patent-touch-id-1.jpg,2020-12-15T16:13:24Z,"Apple is researching adding Touch ID and an under-display camera to the Apple Watch, according to two newly-published patent applications.
The first patent, granted by the U.S. Patent and Trademark … [+3221 chars]"
"{'id': None, 'name': 'MacRumors'}",Joe Rossignol,"Apple Shares Helpful Tips for AirPods Max and Fitness+, Confirms AirPods Max Aren't Water Resistant","Following the launch of the AirPods Max this week, Apple has shared a series of support documents with helpful details about the headphones. Apple has also shared some helpful tips on getting started with its new Fitness+ workout service.





How the LED Sta…",https://www.macrumors.com/2020/12/15/airpods-max-apple-fitness-plus-helpful-tips/,https://images.macrumors.com/t/OF8tZZp_cOzpelAhXWgqUoXxOns=/1600x/https://images.macrumors.com/article-new/2020/12/airpods-max-listening.jpg,2020-12-15T15:52:36Z,"Following the launch of the AirPods Max this week, Apple has shared a series of support documents with helpful details about the headphones. Apple has also shared some helpful tips on getting started… [+2240 chars]"
